"id","wid_15","wid_in_13","eq2_15","eqd1a_15","eqd2_15","eqd3_15","eqd4_15","eqd5_15","eqd6_15","eqd7_15","eqd8_15","eqd9_15","eqd10_15","eqd11_15","eqd12_15","eqd13_15","eqd14_15","eqe1_15","eqe2_15","eqe3_15","eqe4_15","eqe5_15","eqe6_15","eqe7_15","eqe8_15","eqe8a_15","eqe9_15","eqe9a_15","eqe10_15","eqe10a_15","eqe11_15","eqe12_15","eqe13_15","eqf1a_15","eqf1b_15","eqf1c_15","eqf2_15","eqf3_15","eqf4_15","eqg1a_15","eqg1b_15","eqg2a_15","eqg2b_15","eqg3a1_15","eqg3a2_15","eqg3b1_15","eqg3b2_15","eqg3c1_15","eqg3c2_15","eqg4_15","eqg5a_15","eqg5b_15","eqg6_15","eqg7_15","eqg8_15","eqg9a_15","eqg9b_15","eqg9c_15","eqg9d_15","eqg9e_15","eqg9f_15","eqg9g_15","eqg9h_15","eqg9i_15","eqg10a_15","eqg10b_15","eqg11_15","eqg12_15","eqg13_15","eqg14_15","eqh1_15","eqh2_15","eqi1_15","eqi2_15","eqi3_15","eqi4_15","eqi5_15","eqi6_15","eqi7_15","eqi8_15","eqj1a_15","eqj1ba_15","eqj1bb_15","eqj1bc_15","eqj1bd_15","eqj1be_15","eqj1bf_15","eqj1bg_15","eqk1a_15","eqk1b_15","eqk1c_15","eqk1d_15","eqk1f_15","eqk1e_15","eqk2a_15","eqk2b_15","eqk2c_15","eqk2d_15","eqk2e_15","eqk2f_15"
7024,1,9,"Phu Tho",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1981,"Yes","No",2010,"Yes",,"No","Married",12,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","Yes","Yes","Production Worker","Private firm","Services",5,"Not sufficient","Better salary","Time rate","Cash",2.70000004768372,8,"Day",180,"Day",150,,,"Yes","Higher","Yes","Yes",500,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","Not necessary at moment","No","No",,"Owner, who is a relative","None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",100,8,2007,
7036,1,9,"Phu Tho",9,"Production Worker","Member of Owners HH","Male",1964,"Yes","No",1995,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Agriculture",15,"Sufficient","Other",,,2.5,7,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","Yes","Too few years to contribute","No",,,,"None of the above",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",300,25,1990,2008
7039,1,1,"Phu Tho",1,"Manager","Member of Owners HH","Female",1970,"Yes","No",1996,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,5,"Manufacturing and Construction",3,"Services",,,,,0,,"No","No",,"Service Worker","Government","Services",10,"Not sufficient","Other",,,7,4,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","Other","No","No",,,"None of the above",,,,,,,,,,,,"Most important","Second most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",65,8,2006,
7049,1,2,"Phu Tho",2,"Production Worker","Other","Female",1977,"Yes","No",2009,"Yes",,"Yes","Married",2,"Kinh","Primary school",,,2,"Agriculture",3,"Agriculture",0,,0,,1,7,"No","No",,"Production Worker","Private firm","Agriculture",15,"Sufficient","Better salary","Piece rate","Cash",6,8,"Month",3500,"Month",1500,"Month",1500,"Yes","Same","No","Yes",500,"Yes","No","No","No","No","No","No","No","No","No","No","No","Too expensive","Yes","Yes","Yes","Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",70,15,2000,
7094,1,9,"Phu Tho",9,"Production Worker","Member of Owners HH","Female",1990,"Yes","No",2011,"Yes",,"Yes","Married",1,"Kinh","High school",,,4,"Agriculture",3,"Agriculture",0,,0,,1,,"No","Yes","Yes","Did not work",,,4,,,,,5,6,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","Yes","Yes",,"None of the above",,,,,,,,,"No",,,,"Most important",,,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",100,25,1990,2009
7101,1,9,"Ha Noi",9,"Production Worker","Other","Male",1986,"Yes","Yes",2012,"Yes",,"No","Not married",0,"Kinh","College",5151,2011,3,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Services",1,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",5000,"Month",3000,,,"No","Higher","Yes","Yes",500,"No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No","Second most important",,"Most important",,,"Third most important",,"No","No","Yes","Yes","No","Yes","No","Pemanent non-contained house",30,3,,
7103,2,9,"Ha Noi",9,"Production Worker","Other","Male",1990,"Yes","Yes",2012,"No","Urban","No","Not married",0,"Kinh","Vocational college",5051,2012,2,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Services",2,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",4000,"Month",3000,,,"Yes","Higher","Yes","Yes",1000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"Yes",,"Most important","Second most important",,"Third most important",,,"No","Yes","Yes","Yes","No","Yes","No","Unsettled house and other",25,2,,
7103,1,9,"Ha Noi",9,"Office Worker","Other","Male",1982,"Yes","Yes",2010,"No","Urban","No","Married",1,"Kinh","University and higher",5234,2006,3,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Sales Worker","Private firm","Services",5,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",4000,"Month",2000,,,"Yes","Higher","Yes","Yes",1000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"Yes","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",35,10,1999,2012
7108,2,2,"Ha Noi",2,"Office Worker","Other","Male",1974,"Yes","Yes",2006,"Yes",,"Yes","Married",2,"Kinh","University and higher",4034,1996,3,"Manufacturing and Construction",3,"Manufacturing and Construction",0,,0,,1,60,"Yes after informal training","Yes","Yes","Sales Worker","Private firm","Manufacturing and Construction",7,"Sufficient","Other","Time rate","Cash",5,8,"Month",3500,"Month",3000,,,"Yes","Lower","No","Yes",1700,"No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Too expensive","No","Yes","Yes","Owner, who is a friend","None of the above","No",,,,,,"No",,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",20,9,2008,
7108,4,4,"Ha Noi",4,"Production Worker","Other","Male",1974,"Yes","Yes",2006,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,3,"Agriculture",2,"Agriculture",0,,0,,1,60,"No","No",,"Did not work",,,9,,,"Piece rate","Cash",5,8,"Month",3000,"Month",2000,"Month",3000,"No","Higher","No","Yes",1500,"No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Too expensive","No","Yes","Yes","Owner, who is a friend","Interview","No",,,,,,"No",,"No","Third most important",,"Most important",,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",30,2,2000,2013
7108,1,1,"Ha Noi",1,"Professional Worker","Member of Owners HH","Female",1979,"Yes","Yes",2005,"Yes",,"Yes","Married",3,"Kinh","Vocational secondary",4046,2002,3,"Agriculture",7,"Services",0,,0,,1,30,"No","No",,"Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",2,"Sufficient","Other",,,5,8,,,,,,,,,,,,,"Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Not necessary at moment","No","Yes","Yes",,"None of the above","No",,,,,,"No",,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",84,4,1983,2010
7108,3,9,"Ha Noi",9,"Sales Worker","Other","Female",1958,"Yes","Yes",2006,"Yes",,"Yes","Married",3,"Kinh","Vocational secondary",4051,1997,3,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Sales Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Other","Time rate","Cash",5,8,"Month",3500,"Month",2000,"Month",3500,"No","Higher","No","Yes",1500,"No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Too expensive","No","Yes","Yes","Owner, who is a friend","Interview","No",,,,,,"No",,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",25,5,1992,2012
7111,1,1,"Ha Noi",1,"Manager","Member of Owners HH","Female",1983,"Yes","Yes",2009,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2006,1,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","No",,"Professional Worker (Requires Uni Degree)","Other","Manufacturing and Construction",3,"More than sufficient","Other",,,7,8,,,,,,,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes",,"None of the above",,,,,,,,,"Yes",,,"Second most important",,"Most important","Third most important",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",250,3,2012,
7111,5,5,"Ha Noi",5,"Production Worker","Other","Male",1979,"Yes","No",2009,"No","Rural","No","Married",3,"Kinh","Technical level without certificate",,,,"Agriculture",1,"Agriculture",0,,0,,1,10,"No","Yes","Yes","Production Worker","Other","Manufacturing and Construction",12,"More than sufficient","Better working condition","Time rate","Cash",7,8,"Month",3500,"Hour",3000,,,"Yes","Lower",,"Yes",600,"No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Not necessary at moment","Yes","Yes","Yes","Owner, who is a friend","On-the-job test (carried out by experienced worker)",,,,,,,,,"Yes",,,"Second most important",,"Most important","Third most important",,"Yes","Yes","Yes","No","Yes","Yes","No","Permanent self-contained house",25,4,2011,
7111,4,4,"Ha Noi",4,"Production Worker","Other","Male",1973,"Yes","No",2009,"No","Rural","No","Married",3,"Kinh","Technical level without certificate",,,,"Agriculture",1,"Agriculture",0,,0,,1,11,"No","Yes","Yes","Production Worker","Other","Manufacturing and Construction",20,"More than sufficient","Better working condition","Time rate","Cash",7,8,"Month",3500,"Month",3000,,,"Yes","Lower",,"Yes",600,"No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Not necessary at moment","Yes","Yes","Yes","Owner, who is a friend","On-the-job test (carried out by experienced worker)",,,,,,,,,"Yes",,,"Second most important",,"Most important","Third most important",,"Yes","Yes","Yes","No","Yes","Yes","No","Permanent self-contained house",25,4,2011,
7111,3,3,"Ha Noi",3,"Office Worker","Relative of owner, but not living in the same HH","Female",1984,"Yes","Yes",2010,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2007,7,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","Yes","Yes","Office Worker","Other","Manufacturing and Construction",3,"Sufficient","Closer to home","Time rate","Cash",7,8,"Month",3000,"Month",2500,,,"Yes","Lower",,"Yes",600,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","No",,"Owner, who is a relative","None of the above",,,,,,,,,"Yes",,,"Second most important",,"Most important","Third most important",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",40,6,2009,
7111,2,2,"Ha Noi",2,"Production Worker","Other","Male",1981,"Yes","Yes",2006,"Yes",,"Yes","Married",2,"Kinh","Vocational secondary",4051,2004,7,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","Yes","Yes","Sales Worker","Private firm","Manufacturing and Construction",5,"More than sufficient","Closer to home","Time rate","Cash",7,8,"Month",3500,"Month",3000,,,"Yes","Lower",,"Yes",600,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Owner, who is a friend","None of the above",,,,,,,,,"Yes",,,"Second most important",,"Most important","Third most important",,"Yes","Yes","Yes","No","Yes","Yes","No","Permanent self-contained house",20,5,2001,
7139,1,9,"Ha Noi",9,"Production Worker","Other","Male",1968,"Yes","Yes",1990,"Yes",,"No","Married",2,"Kinh","Vocational secondary",4051,1988,5,"Agriculture",5,"Agriculture",0,,0,,0,,"Don't know","No",,"Did not work",,,25,,,"Combined","Cash",6,8,"Month",5000,"Month",3000,"Month",3000,"Yes","Higher","Yes","Yes",6000,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","I prefer to save up myself","No","No",,"Friend/acquaintance working in firm","Interview","No",,,,,,"No",,"No",,"Third most important","Most important","Second most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",42,17,,
7150,1,9,"Ha Noi",9,"Professional Worker","Other","Female",1989,"Yes","Yes",2014,"Yes",,"Yes","Married",2,"Kinh","University and higher",5246,2011,4,"Manufacturing and Construction",4,"Services",0,,0,,1,14,"Yes after informal training","Yes","Yes","Professional Worker (Requires Uni Degree)","Other","Manufacturing and Construction",4,"Sufficient","Better use of skills/experience","Time rate","Cash",5,8,"Month",5000,"Month",4500,,,"No","Same",,"Yes",200,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No",,,"Job advertisement","Interview",,,,,,,,,"No","Most important",,,"Second most important","Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",100,8,2007,
7150,2,9,"Ha Noi",9,"Sales Worker","Relative of owner, but not living in the same HH","Male",1986,"Yes","Yes",2014,"Yes",,"Yes","Married",3,"Kinh","University and higher",5234,2008,4,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,1,10,"Yes after informal training","Yes","Yes","Sales Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better use of skills/experience","Time rate","Cash",5,8,"Month",5000,"Month",4000,,,"No","Same",,"Yes",200,"No","Yes",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No",,,"Owner, who is a relative","None of the above",,,,,,,,,"No","Second most important",,,"Most important","Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",150,3,2012,
7150,3,9,"Ha Noi",9,"Office Worker","Other","Female",1990,"Yes","Yes",2014,"No","Urban","No","Married",2,"Kinh","University and higher",5246,2012,4,"Agriculture",4,"Services",0,,0,,1,14,"Yes after informal training","Yes","Yes","Sales Worker","Other","Manufacturing and Construction",2,"Sufficient","Better use of skills/experience","Time rate","Cash",5,8,"Month",5000,"Month",4500,,,"No","Same",,"Yes",200,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No",,,"Job advertisement","Interview",,,,,,,,,"No","Most important",,,"Third most important","Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",200,6,2009,
7150,5,9,"Ha Noi",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1976,"Yes","Yes",2014,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,4,"Services",4,"Services",0,,0,,1,10,"Yes after informal training","Yes","Yes","Production Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better use of skills/experience","Time rate","Cash",5,8,"Month",5000,"Month",4000,,,"No","Same",,"Yes",200,"Yes","Yes",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,,"No","Third most important",,"Second most important",,"Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",150,4,2011,
7150,4,9,"Ha Noi",9,"Production Worker","Other","Male",1972,"Yes","Yes",2014,"No","Rural","No","Married",2,"Kinh","High school",,,4,"Services",4,"Services",0,,0,,1,10,"Yes after informal training","Yes","Yes","Production Worker","Other","Manufacturing and Construction",3,"Not sufficient","Better use of skills/experience","Time rate","Cash",5,8,"Month",5000,"Month",4500,,,"No","Same",,"Yes",200,"No","Yes",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No","Yes","Yes","Job advertisement","Interview",,,,,,,,,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Villa",200,8,2007,
7169,2,2,"Ha Noi",2,"Production Worker","Other","Male",1985,"Yes","Yes",2009,"No","Rural","No","Married",2,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",1,10,0,,0,,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",4,"More than sufficient","Better salary","Time rate","Cash",7,8,"Month",5000,"Month",3000,"Month",3000,"Yes","Same",,"Yes",2000,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Other","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,,,"Most important",,,"Yes","Yes","Yes","No","No","Yes","No","Permanent self-contained house",40,4,2011,
7169,1,1,"Ha Noi",1,"Sales Worker","Other","Female",1973,"Yes","Yes",2001,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,1995,8,"Manufacturing and Construction",8,"Agriculture",1,10,0,,0,,"No","Yes","Yes","Did not work",,,14,,,"Time rate","Cash",6,8,"Month",6000,"Month",2000,,,"Yes","Same",,"Yes",3000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","No",,"Through employment agency","Interview",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",60,14,2001,
7170,5,9,"Ha Noi",9,"Production Worker","Other","Female",1983,"Yes","Yes",2009,"No","Rural","No","Married",2,"Kinh","Vocational secondary",4090,2003,6,"Agriculture",5,"Agriculture",1,30,0,,1,30,"Yes after informal training","No",,"Production Worker","Private firm","Services",6,"Sufficient","Better salary","Piece rate","Cash",6,8,"Month",3000,"Month",2000,,,"No","Same","No","Yes",3000,"No","No","No","No","No","No","No","No","No","No","No","No","Too expensive","Yes","No",,"Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Second most important","Most important",,"Third most important",,,,"No","Yes","Yes","Yes","No","Yes","No","Permanent self-contained house",20,5,,
7170,3,9,"Ha Noi",9,"Office Worker","Other","Female",1982,"Yes","Yes",2014,"Yes",,"Yes","Married",0,"Kinh","College",5134,2003,5,"Agriculture",4,"Agriculture",1,20,0,,1,20,"Yes after informal training","No",,"Did not work",,,1,,,"Time rate","Cash",6,8,"Month",6000,"Month",4000,,,"No","Higher","Yes","Yes",8000,"No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Low quality of services","Yes",,,"Through employment agency","Interview",,,,,,,,,"No","Most important","Third most important","Second most important",,,,,"Yes","Yes","Yes","Yes","Yes","Yes","No","Permanent self-contained house",30,2,,
7170,1,9,"Ha Noi",9,"Manager","Relative of owner, but not living in the same HH","Male",1978,"Yes","Yes",2009,"Yes",,"No","Married",2,"Kinh","Vocational college",5051,1999,4,"Agriculture",3,"Agriculture",1,15,0,,1,15,"Yes after informal training","Yes","Yes","Production Worker","Private firm","Services",10,"More than sufficient","Better salary","Time rate","Cash",6,8,"Month",9000,"Month",3000,,,"No","Higher","Yes","Yes",9000,"No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Low quality of services","Yes",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No","Second most important","Most important",,"Third most important",,,,"No","Yes","Yes","Yes","No","Yes","No","Permanent self-contained house",70,5,2010,
7170,2,9,"Ha Noi",9,"Professional Worker","Other","Female",1991,"Yes","Yes",2013,"No","Urban","No","Not married",0,"Kinh","University and higher",5234,2013,4,"Services",4,"Services",1,15,0,,1,15,"Yes after informal training","Yes","Yes","Did not work",,,2,,,"Time rate","Cash",6,8,"Month",7000,"Month",5000,,,"No","Higher","Yes","Yes",7000,"No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Low quality of services","Yes",,,"Owner, who is a relative","Interview",,,,,,,,,"No","Most important","Second most important","Third most important",,,,,"No","Yes","Yes","Yes","No","Yes","No","Permanent self-contained house",35,2,,
7170,4,9,"Ha Noi",9,"Production Worker","Other","Female",1980,"Yes","Yes",2012,"No","Rural","No","Married",1,"Kinh","Vocational secondary",4090,2010,3,"Agriculture",5,"Agriculture",1,25,0,,1,25,"Yes after informal training","No",,"Production Worker","Private firm","Services",2,"Sufficient","Better salary","Piece rate","Cash",6,8,"Month",4000,"Month",3000,,,"No","Same","No","Yes",4000,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","Yes","No",,"Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Most important","Third most important",,"Second most important",,,,"No","Yes","Yes","Yes","No","Yes","No","Permanent self-contained house",25,3,,
7172,1,9,"Ha Noi",9,"Office Worker","Other","Female",1976,"Yes","Yes",2002,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,1998,11,"Services",5,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Sales Worker","Private firm","Services",5,"Sufficient","Closer to home","Percent of Sales","Cash",6,8,"Month",9000,"Month",2500,"Month",2500,"Yes","Higher","Yes","Yes",4000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Job advertisement","Several of the above","Yes",2002,"Yes",30,"More safety at workplace","No","No",,"No","Third most important",,"Second most important",,"Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",70,15,,2014
7183,1,9,"Ha Noi",9,"Manager","Other","Male",1978,"Yes","Yes",2008,"No","Urban","No","Married",2,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",1,3,0,,1,3,"Yes after informal training","No",,"Production Worker","Private firm","Manufacturing and Construction",10,"Sufficient","Other","Time rate","Cash",6,8,"Month",5700,"Month",4500,"Month",4500,"Yes","Higher","Yes","Yes",1500,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"Yes",,,"Most important","Second most important",,,,"Yes","Yes","Yes","No","No","Yes","No","Pemanent non-contained house",40,5,,
7183,2,9,"Ha Noi",9,"Office Worker","Other","Female",1977,"Yes","Yes",2010,"Yes",,"Yes","Married",2,"Kinh"," Professional secondary",4234,1997,4,"Manufacturing and Construction",4,"Manufacturing and Construction",1,7,0,,1,7,"Yes after informal training","No",,"Office Worker","Private firm","Services",13,"Sufficient","Other","Time rate","Cash",6,8,"Month",5500,"Month",4700,"Month",4700,"No","Same","Yes","Yes",2000,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"Yes",,,"Most important","Second most important",,,,"Yes","Yes","Yes","Yes","No","Yes","No","Pemanent non-contained house",40,6,,
7183,4,9,"Ha Noi",9,"Production Worker","Other","Male",1977,"Yes","Yes",2010,"No","Urban","No","Married",1,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",1,3,0,,1,3,"Yes after informal training","No",,"Production Worker","Private firm","Manufacturing and Construction",15,"Sufficient","Other","Time rate","Cash",6,8,"Month",4500,"Month",3500,"Month",3500,"Yes","Higher","Yes","Yes",1000,"No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"Yes",,,"Most important","Second most important",,,,"Yes","Yes","Yes","No","No","No","No","Pemanent non-contained house",20,3,,
7183,3,9,"Ha Noi",9,"Production Worker","Other","Male",1972,"Yes","Yes",2010,"No","Urban","No","Married",2,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",1,3,0,,1,3,"Yes after informal training","No",,"Production Worker","Private firm","Manufacturing and Construction",18,"Sufficient","Other","Time rate","Cash",6,8,"Month",4500,"Month",3500,"Month",3500,"Yes","Higher","Yes","Yes",1000,"No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"Yes",,,"Most important","Second most important",,,,"Yes","Yes","Yes","No","No","No","No","Pemanent non-contained house",20,3,,
7184,1,9,"Ha Noi",9,"Office Worker","Other","Female",1973,"Yes","Yes",2005,"Yes",,"Yes","Married",2,"Kinh"," Professional secondary",4246,1993,4,"Services",4,"Agriculture",1,60,0,,1,30,"Yes after informal training","Yes","Yes","Office Worker","Private firm","Services",10,"Sufficient","Better working condition","Time rate","Cash",7,8,"Month",4500,"Month",3500,,,"No","Higher","Yes","Yes",5000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes",,,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"Yes",,"Second most important",,"Most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",70,10,2005,
7293,2,2,"Ha Tay",2,"Production Worker","Other","Female",1981,"Yes","No",2008,"Yes",,"Yes","Married",2,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,1,3,"No","No",,"Production Worker","Other","Agriculture",5,"Not sufficient","Closer to home","Combined","Cash",6,8,"Day",150,"Day",100,"Day",130,"No","Same",,,,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No",,"Most important","Third most important",,,,"Second most important","Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",150,8,2007,
7293,3,3,"Ha Tay",3,"Production Worker","Other","Female",1974,"Yes","No",2009,"Yes",,"Yes","Married",2,"Kinh","None",,,2,"Agriculture",2,"Agriculture",0,,0,,1,3,"No","No",,"Production Worker","Other","Agriculture",3,"Not sufficient","Closer to home","Combined","Cash",6,8,"Day",150,"Day",100,"Day",130,"No","Same",,,,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No",,"Most important","Third most important",,,,"Second most important","Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",160,8,2007,
7293,1,1,"Ha Tay",1,"Sales Worker","Other","Female",1985,"Yes","No",2009,"Yes",,"Yes","Married",2,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,1,3,"No","No",,"Production Worker","Other","Agriculture",3,"Not sufficient","Closer to home","Combined","Cash",6,8,"Day",150,"Day",100,"Day",130,"No","Same",,,,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No",,"Most important","Third most important",,,,"Second most important","Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",100,12,2003,
