"id","wid_07","eq1_07","eqd2_07","eqd3_07","eqd4_07","eqd5_07","eqd6_07","eqd7_07","eqd8_07","eqd9_07","eqd10_07","eqd11_07","eqe1_07","eqe2_07","eqe3_07","eqe4_07","eqe5_07","eqe7_07","eqe8_07","eqf1a_07","eqf1b_07","eqf1c_07","eqf2_07","eqf3_07","eqg1_07","eqg2a_07","eqg2b_07","eqg3a_07","eqg3b_07","eqg4_07","eqg5_07","eqg6_07","eqg7_07","eqg8a_07","eqg8b_07","eqg8c_07","eqg8d_07","eqg9_07","eqg10_07","eqg11_07","eqh1_07","eqh2_07","eqi1_07","eqi2_07","eqi3_07","eqi4_07","eqi5_07","eqi6_07","eqj1a_07","eqj1b_07","eqj1c_07","eqj1d_07","eqj1e_07","eqj1f_07","eqj1g_07","eqj2_07","eqj3_07","eqj4_07","eqk1a_07","eqk1b_07","eqk1c_07","eqk1d_07","eqk1e_07","eqk2a_07","eqk2b_07","eqk2c_07","eqk2d_07","eqk2e_07","eqk2f_07"
3422,5,"Ha Tay","Service Worker","Other","Female",1956,"Yes",2004,"Yes","Yes","Urban","Married","Technical worker/professional secondary",4252,1974,"No","Primary school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better use of skills/experience","Time rate",6,8,"Month",1000,1,"Yes",400,"No","No","No","No","Yes","No","No",,"Relative working in firm","None of the above",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",42,4,,2004
3422,3,"Ha Tay","Office Worker","Other","Male",1964,"Yes",2000,"No","No","Rural","Married","Technical worker/professional secondary",4252,1984,"No","Primary school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Not sufficient","Better use of skills/experience","Time rate",6,9,"Month",2000,2,"Yes",500,"No","No","No","No","Yes","No","No",,"Owner, who is a relative","None of the above",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
3422,6,"Ha Tay","Production Worker","Other","Female",1971,"No",2005,"Yes","No","Urban","Married","High school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Piece rate",6,9,"Month",1000,1,"Yes",400,"No","No","No","No","Yes","No","No",,"Relative working in firm","None of the above",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",50,16,2003,
3428,3,"Ha Tay","Office Worker","Other","Female",1959,"Yes",1996,"Yes","Yes","Urban","Married","Technical worker/professional secondary",3634,1982,"No","High school","Primary school","Services","Office Worker","SOE","Services","Sufficient","Better salary","Time rate",6,8,"Month",1600,1,"Yes",1600,"No","Yes","Yes","Yes","Yes","No","No",,"Other","None of the above","Yes",1994,"No",,"Other, specify","No",,,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",60,10,1998,
3428,6,"Ha Tay","Production Worker","Other","Male",1976,"Yes",2006,"No","No","Rural","Married","Secondary school",,,"No","Technical worker/professional secondary","Technical worker/professional secondary","Services","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better for health","Time rate",6,8,"Month",1200,1,"Yes",200,"No","No","No","No","No","No","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","Yes",1994,"No",,"Other, specify","No","Most important",,"Third most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,2,2006,
3430,6,"Ha Tay","Production Worker","Other","Male",1971,"Yes",1988,"Yes","Yes","Urban","Married","Technical certificate/Elementary worker",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Other/Not paid",7,9,"Month",1000,2,"Yes",400,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above","Yes",1997,"Yes",15,"Secures that employer pays social benifits","No",,"Third most important","Second most important",,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",90,37,2002,2007
3431,3,"Ha Tay","Office Worker","Other","Female",1985,"Yes",2006,"Yes","Yes","Urban","Not married","College/University/post-graduate",5234,2006,"No","High school","High school","Agriculture","Did not work",,,,,"Time rate",6,8,"Month",1000,2,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","Interview",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
3431,6,"Ha Tay","Production Worker","Other","Male",1982,"Yes",2002,"No","No","Rural","Not married","Technical certificate/Elementary worker",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better for health","Time rate",6,8,"Day",1300,2,"Yes",100,"No","No","No","No","No","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,,,"Most important",,,"No","No","Laid off","Yes","Yes","No","No","Yes","No",,,,,
3431,2,"Ha Tay","Professional Worker","Other","Female",1983,"Yes",2005,"No","Yes","Rural","Not married","College/University/post-graduate",5234,2005,"Yes","College/University/post-graduate","Technical worker/professional secondary","Manufacturing and Construction","Did not work",,,,,"Time rate",6,8,"Month",1500,2,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
3431,4,"Ha Tay","Sales Worker","Other","Male",1982,"Yes",2006,"No","No","Rural","Not married","College/University/post-graduate",5234,2005,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Time rate",6,8,"Month",1500,2,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","Interview",,,,,,,,,,,"Most important",,,"No","No","Laid off","Yes","Yes","Yes","No","Yes","No",,,,,
3431,1,"Ha Tay","Manager","Other","Male",1961,"Yes",9972,"No","No","Rural","Married","Technical worker without certificate",2054,1989,"No","Primary school","None","Agriculture","Production Worker","Private firm","Agriculture","Sufficient","Better for health","Time rate",6,8,"Month",1690,2,"Yes",100,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","No","Yes","Yes","Villa",2,20,1995,
3437,3,"Ha Tay","Office Worker","Other","Male",1961,"Yes",2002,"Yes","No","Urban","Married","Technical worker without certificate",2284,1984,"No","Primary school","Primary school","Agriculture","Service Worker","SOE","Services","Sufficient","Better working condition","Time rate",6,8,"Month",2000,1,"Yes",500,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above","No",,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",100,17,1990,
3437,2,"Ha Tay","Professional Worker","Other","Male",1980,"Yes",2002,"Yes","Yes","Urban","Not married","College/University/post-graduate",5234,2002,"No","College/University/post-graduate","Technical worker/professional secondary","Services","Did not work",,,,,"Time rate",6,8,"Month",2500,1,"Yes",500,"No","No","No","No","No","No","No",,"Other","None of the above","No",,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
3437,6,"Ha Tay","Production Worker","Other","Male",1977,"Yes",2002,"Yes","No","Urban","Married","Secondary school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better working condition","Combined",6,8,"Month",1200,1,"Yes",300,"No","No","No","No","No","No","Yes","Yes","Relative working in firm","None of the above","No",,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","No","No","Yes","Yes","Pemanent non-contained house",60,6,2001,
3437,4,"Ha Tay","Sales Worker","Other","Male",1980,"Yes",2002,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,2002,"No","Technical worker/professional secondary","Technical worker/professional secondary","Manufacturing and Construction","Did not work",,,,,"Combined",6,8,"Month",2500,1,"Yes",500,"No","No","No","No","No","No","No",,"Other","None of the above","No",,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
3438,6,"Ha Tay","Production Worker","Other","Male",1991,"No",2006,"Yes","No","Urban","Not married","Secondary school",,,"No","High school","High school","Agriculture","Did not work",,,,,"Time rate",7,8,"Month",900,2,,,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,,,,"Most important","Second most important",,,"Yes","No","Don't know","Yes","Yes","No","No","No","No",,,,,
3438,4,"Ha Tay","Sales Worker","Member of Owners HH","Female",1958,"Yes",2000,"Yes","Yes","Urban","Married","Technical certificate/Elementary worker",,,"No","Primary school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better use of skills/experience","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,"Most important","Second most important",,,"Yes","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",50,10,1996,
3445,5,"Ha Tay","Service Worker","Other","Female",1960,"Yes",2001,"Yes","No","Urban","Married","Secondary school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Time rate",6,7,"Month",1300,2,"Yes",300,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above","No",,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
3445,6,"Ha Tay","Production Worker","Other","Male",1980,"Yes",1998,"Yes","No","Urban","Married","High school",,,"No","Secondary school","Secondary school","Manufacturing and Construction","Did not work",,,,,"Time rate",6,8,"Month",1800,1,"Yes",300,"Yes","No","No","No","No","No","No",,"Owner, who is a relative","None of the above","No",,,,,,,,,,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
3446,1,"Ha Tay","Manager","Other","Female",1952,"Yes",2007,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Agriculture","Sufficient","Better working condition","Piece rate",7,8,"Month",1200,1,"Yes",100,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","None of the above",,,,,,,"Most important",,,,,"Second most important",,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
3446,1,"Ha Tay","Manager","Member of Owners HH","Male",1964,"Yes",1990,"Yes","No","Urban","Married","Secondary school",,,"No","Technical worker/professional secondary","Secondary school","Agriculture","Production Worker","Private firm","Agriculture","Sufficient","Better use of skills/experience","Time rate",7,8,,,4,,,"No","No","No","No","No","No","Yes","Yes","Other","None of the above",,,,,,,"Most important",,,,,"Second most important",,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
3452,6,"Ha Tay","Production Worker","Member of Owners HH","Male",1972,"Yes",1993,"Yes","Yes","Urban","Married","Technical worker/professional secondary",4252,1993,"No","Secondary school","Secondary school","Manufacturing and Construction","Did not work",,,,,"Other/Not paid",7,10,,,4,,,"No","No","No","No","No","No","Yes","Yes","Other","None of the above",,,,,,,,,,,,"Second most important","Most important","No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
3459,2,"Ha Tay","Professional Worker","Other","Female",1982,"Yes",2005,"Yes","No","Urban","Not married","College/University/post-graduate",5234,2004,"Yes","High school","High school","Manufacturing and Construction","Did not work",,,,,"Time rate",6,8,"Month",1200,1,"Yes",200,"No","No","No","No","No","No","No",,"Through door to door visits","Interview",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",70,30,2003,
3471,6,"Ha Tay","Production Worker","Other","Male",1961,"Yes",2002,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better working condition","Time rate",7,10,"Month",1200,1,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",150,11,1996,
3484,6,"Ha Tay","Production Worker","Member of Owners HH","Female",1963,"No",2002,"Yes","Yes","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better social benefits","Other/Not paid",4,8,,,4,,,"No","No","No","No","No","No","No",,"Through door to door visits","None of the above",,,,,,,,,,,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","No","Yes","Permanent self-contained house",80,3,2003,
3490,6,"Ha Tay","Production Worker","Other","Male",1988,"Yes",2005,"Yes","No","Urban","Not married","Secondary school",,,"No","Secondary school","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better salary","Time rate",6,8,"Month",1000,1,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","None of the above",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","No","No","Yes","No",,,,,
3494,6,"Ha Tay","Production Worker","Other","Male",1988,"Yes",2006,"No","No","Urban","Not married","Secondary school",,,"Yes","Primary school","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Time rate",7,10,"Month",1500,1,"Yes",50,"No","Yes","No","Yes","No","No","Yes","Yes","Through door to door visits","Several of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Laid off","No","No","No","No","No","No",,,,,
3504,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1965,"No",1990,"Yes","No","Urban","Married","None",,,"No","None","None","Agriculture","Production Worker","Other","Agriculture","Not sufficient","Better use of skills/experience","Other/Not paid",,,,,2,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Most important",,,,"Second most important",,"Third most important","Yes","No","Laid off","Yes","Yes","No","No","Yes","Yes","Pemanent non-contained house",80,10,1997,
3513,6,"Phu Tho","Production Worker","Other","Male",1972,"Yes",1991,"Yes","No","Urban","Married","High school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",7,8,"Month",500,2,,,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,"Most important",,"Second most important",,,,,"No","No","Don't know","Yes","Yes","Yes","No","No","Yes","Permanent self-contained house",60,10,2002,2005
3514,6,"Phu Tho","Production Worker","Member of Owners HH","Male",1952,"Yes",1990,"Yes","Yes","Urban","Married","Secondary school",,,"No","Secondary school","Secondary school","Manufacturing and Construction","Professional Worker (Requires Uni Degree)","Other","Manufacturing and Construction","Sufficient","Better use of skills/experience","Other/Not paid",7,8,"Month",,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,"Most important","Second most important",,"Third most important","No","No","Laid off","Yes","Yes","Yes","No","Yes","No",,,,,
3518,6,"Phu Tho","Production Worker","Other","Male",1967,"Yes",2002,"No","No","Rural","Married","Secondary school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better salary","Combined",5,8,"Month",1500,1,"Yes",300,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","None of the above",,,,,,,"Second most important",,"Most important",,"Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
3518,1,"Phu Tho","Manager","Member of Owners HH","Male",1980,"Yes",1997,"Yes","No","Urban","Married","High school",,,"No","High school","Secondary school","Agriculture","Production Worker","Other","Manufacturing and Construction","Sufficient","Better use of skills/experience","Combined",5,5,,,4,,,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Laid off","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",300,6,2001,
3520,6,"Phu Tho","Production Worker","Member of Owners HH","Male",1951,"Yes",1986,"Yes","Yes","Urban","Married","Secondary school",,,"Yes","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better working condition","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","Yes","Yes","Yes","Other","None of the above",,,,,,,,"Most important","Second most important","Third most important",,,,"No","Yes","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",240,1,2006,
3525,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1966,"Yes",1994,"Yes","Yes","Urban","Married","Primary school",,,"Yes","None","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better working condition","Other/Not paid",7,6,,,4,,,"No","No","No","No","No","Yes","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,"Second most important","Third most important","Most important",,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",250,10,1997,1997
3530,6,"Phu Tho","Production Worker","Other","Male",1961,"Yes",2006,"Yes","No","Urban","Not married","Primary school",,,"No","None","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Piece rate",7,8,"Day",1000,1,"No",,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,"Most important",,,"Third most important","Second most important",,,"No","No","Nothing","No","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",120,20,1999,
3536,6,"Phu Tho","Production Worker","Other","Male",1964,"Yes",2005,"Yes","Yes","Urban","Married","Secondary school",,,"No","High school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better for health","Time rate",5,8,"Day",40,1,"No",,"No","No","No","No","No","No","Yes","Yes","Owner, who is a friend","None of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",160,15,1992,2002
3548,1,"Phu Tho","Manager","Member of Owners HH","Female",1985,"No",2001,"Yes","Yes","Urban","Married","Secondary school",,,"Yes","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better working condition","Percent of Sales",7,8,,,4,,,"No","No","No","No","No","Yes","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,"Third most important","Most important","Second most important",,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",120,20,1987,2003
3552,6,"Phu Tho","Production Worker","Other","Male",1968,"No",1995,"Yes","No","Urban","Married","Secondary school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Agriculture","More than sufficient","Better salary","Time rate",6,8,"Day",50,1,"Yes",100,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,"Third most important",,"Most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",100,22,1985,
3553,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1954,"Yes",1992,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Agriculture","More than sufficient","Better use of skills/experience","Other/Not paid",7,5,,,4,,,"No","No","No","No","No","No","No",,"Other","Written test (inside and outside firm)",,,,,,,,,,,"Most important",,,"No","No","Don't know","No","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",60,27,1990,1995
3566,6,"Phu Tho","Production Worker","Member of Owners HH","Male",1981,"No",2003,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better social benefits","Other/Not paid",5,4,"Month",,4,,,"No","No","No","No","No","Yes","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,"Third most important","Second most important","Most important",,,,"No","No","Help related to medicine","Yes","Yes","Yes","No","Yes","No",,,,,
3570,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1944,"Yes",1965,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","None","Manufacturing and Construction","Production Worker","Other","Agriculture","More than sufficient","Better for health","Other/Not paid",7,10,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,"Most important","Second most important","Third most important",,"No","No","Help related to medicine","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",85,17,1990,2006
3571,2,"Phu Tho","Professional Worker","Other","Female",1972,"Yes",2007,"Yes","No","Urban","Married","Technical worker/professional secondary",5034,1995,"No","Primary school","Primary school","Services","Professional Worker (Requires Uni Degree)","Government","Manufacturing and Construction","More than sufficient","Better salary","Time rate",4,9,"Month",1000,1,"Yes",150,"No","No","No","No","No","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,,,"Most important","Third most important","Second most important","Yes","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
3571,6,"Phu Tho","Production Worker","Other","Male",1975,"Yes",2005,"Yes","No","Urban","Married","Primary school",,,"No","Primary school","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",6,9,"Month",1450,1,"Yes",150,"No","No","No","No","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Third most important","Most important",,,"Second most important",,,"Yes","No","Don't know","No","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",120,10,1997,
3574,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1971,"No",1994,"Yes","No","Urban","Married","Primary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",,,,,4,,,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,,"Second most important",,"Third most important","Most important",,"Yes","No","Laid off","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,14,1993,1998
3576,1,"Phu Tho","Manager","Owner","Male",1960,"No",1986,"Yes","Yes","Urban","Married","Secondary school",,,"Yes","Primary school","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better for health","Other/Not paid",6,7,"Month",,1,,,"No","No","No","No","No","Yes","No",,"Other","None of the above",,,,,,,"Third most important","Second most important","Most important",,,,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",190,10,1997,
3576,4,"Phu Tho","Sales Worker","Member of Owners HH","Female",1961,"No",1986,"Yes","Yes","Urban","Married","Secondary school",,,"No","Secondary school","Secondary school","Services","Production Worker","Private firm","Agriculture","Sufficient","Better working condition","Other/Not paid",5,9,"Month",,2,,,"No","No","No","No","No","Yes","Yes","No","Owner, who is a relative","None of the above",,,,,,,"Third most important","Second most important","Most important",,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",190,10,1997,
3576,6,"Phu Tho","Production Worker","Other","Female",1963,"Yes",1997,"Yes","No","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Production Worker","Private firm","Agriculture","Sufficient","Better working condition","Combined",4,8,"Day",40,1,"Yes",50,"No","No","No","No","No","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Third most important","Second most important","Most important",,,,,"No","No","Laid off","No","Yes","No","No","No","Yes","Pemanent non-contained house",80,16,1991,
3577,6,"Phu Tho","Production Worker","Member of Owners HH","Male",1962,"Yes",1990,"Yes","No","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",7,10,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above","No",,,,,,,,,,,,,"No","No","Nothing","No","Yes","No","No","No","Yes","Pemanent non-contained house",65,6,2000,
3579,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1947,"Yes",1995,"Yes","No","Urban","Married","Secondary school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Other","Agriculture","More than sufficient","Better use of skills/experience","Other/Not paid",7,7,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,"Most important",,"Second most important",,"Third most important","No","No","Help related to medicine","Yes","Yes","No","No","Yes","Yes","Pemanent non-contained house",180,14,1993,2006
3584,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1987,"No",2006,"Yes","No","Urban","Married","High school",,,"No","Secondary school","Secondary school","Agriculture","Did not work",,,,,"Other/Not paid",7,6,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above","No",,,,,,"Most important",,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",70,17,1990,2002
3588,6,"Phu Tho","Production Worker","Owner","Female",1964,"Yes",1987,"Yes","Yes","Urban","Married","High school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Piece rate",7,10,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Most important",,"Third most important","Second most important",,,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",200,16,1997,2003
3593,6,"Phu Tho","Production Worker","Other","Male",1986,"No",2005,"Yes","No","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","More than sufficient","Better salary","Time rate",7,8,"Day",1500,1,"Yes",100,"Yes","No","No","No","No","No","Yes","Yes","Through door to door visits","None of the above",,,,,,,"Most important",,"Third most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","Yes","No",,,,,
3600,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1956,"Yes",1989,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","More than sufficient","Better for health","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,3,2003,
3604,6,"Phu Tho","Production Worker","Member of Owners HH","Male",1966,"No",1998,"Yes","No","Urban","Married","Primary school",,,"No",,,"Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",7,10,,,4,,,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above",,,,,,,,,"Second most important","Third most important","Most important",,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",180,20,1987,2003
3608,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1968,"No",1998,"Yes","No","Urban","Married","Primary school",,,"No","None","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",,,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,"Most important",,"Second most important",,"Third most important","Yes","No","Laid off","No","Yes","Yes","No","No","Yes","Pemanent non-contained house",60,13,1994,
3615,6,"Phu Tho","Production Worker","Other","Male",1964,"Yes",1998,"Yes","No","Urban","Married","Secondary school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Manufacturing and Construction","Sufficient","Better salary","Combined",6,8,"Month",1200,1,"Yes",100,"Yes","No","No","No","No","Yes","No",,"Owner, who is a friend","None of the above",,,,,,,,,"Second most important",,"Most important",,"Third most important","No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",75,8,1999,2004
3617,6,"Phu Tho","Production Worker","Other","Male",1974,"Yes",2007,"Yes","Yes","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better use of skills/experience","Time rate",7,8,"Month",1000,4,,,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",60,55,2003,
3620,6,"Phu Tho","Production Worker","Other","Male",1977,"Yes",2003,"Yes","No","Urban","Married","Primary school",,,"Yes","None","None","Services","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better social benefits","Time rate",7,8,"Day",800,1,"Yes",50,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Second most important","Third most important",,,"Most important",,,"Yes","No","Laid off","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",100,3,2005,2007
