id,wid_11,wid09,eq2_11,eqd2_11,eqd3_11,eqd4_11,eqd5_11,eqd6_11,eqd7_11,eqd8_11,eqd9_11,eqd10_11,eqd11_11,eqd12_11,eqe1_11,eqe2_11,eqe3_11,eqe4_11,eqe5_11,eqe6_11,eqe7_11,eqe8_11,eqf1a_11,eqf1b_11,eqf1c_11,eqf2_11,eqf3_11,eqf4_11,eqg1a_11,eqg1b_11,eqg2a_11,eqg2b_11,eqg3a_11,eqg3b_11,eqg4_11,eqg5a_11,eqg5b_11,eqg6_11,eqg7_11,eqg8_11,eqg9a_11,eqg9b_11,eqg9c_11,eqg9d_11,eqg9e_11,eqg9f_11,eqg9g_11,eqg9h_11,eqg9i_11,eqg10a_11,eqg10b_11,eqg11_11,eqg12_11,eqg13_11,eqg14_11,eqh1_11,eqh2_11,eqi1_11,eqi2_11,eqi3_11,eqi4_11,eqi5_11,eqi6_11,eqi7_11,eqi8_11,eqj1a_11,eqj1ba_11,eqj1bb_11,eqj1bc_11,eqj1bd_11,eqj1be_11,eqj1bf_11,eqj1bg_11,eqj2_11,eqj3_11,eqj4_11,eqk1a_11,eqk1b_11,eqk1c_11,eqk1d_11,eqk1e_11,eqk2a_11,eqk2b_11,eqk2c_11,eqk2d_11,eqk2e_11,eqk2f_11
4270,2,1,Khanh Hoa,Production Worker,Member of Owners HH,Female,1964,Yes,No,1987,Yes,,Yes,Married,Primary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Better working condition,,,7,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Third most important,,,Second most important,Most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,300,13,1998,2009
4270,1,9,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1983,Yes,No,2000,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",Written test (inside and outside firm),,,,,,,,,No,,,Third most important,,,Second most important,Most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,300,13,1998,2009
4271,6,2,Khanh Hoa,Production Worker,Other,Male,1979,Yes,Yes,2007,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,None,Agriculture,Production Worker,Private firm,Agriculture,1,Sufficient,Closer to home,Time rate,Cash,6,8,Day,200,Yes,Higher,Yes,Yes,2200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,Yes,,Second most important,Most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,67,20,1991,2003
4271,5,3,Khanh Hoa,Production Worker,Other,Male,1980,Yes,Yes,2005,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Agriculture,1,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2200,Yes,Higher,Yes,Yes,2200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,Yes,,Second most important,Most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,24,1987,2010
4271,2,9,Khanh Hoa,Professional Worker,Other,Male,1983,Yes,Yes,2007,Yes,,Yes,Married,College/University/post-graduate,5234,2005,No,Secondary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,4000,Yes,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,,Second most important,Most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,160,21,1990,2008
4271,4,9,Khanh Hoa,Service Worker,Other,Female,1969,Yes,Yes,2008,Yes,,Yes,Married,Primary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Agriculture,1,Sufficient,Closer to home,Time rate,Cash,6,8,Month,1500,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,Yes,,Second most important,Most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,90,22,1989,2005
4271,1,9,Khanh Hoa,Professional Worker,Other,Female,1967,No,Yes,2002,Yes,,Yes,Married,College/University/post-graduate,5234,1998,No,Secondary school,Agriculture,Primary school,Agriculture,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,1,Sufficient,Better salary,Time rate,Cash,6,8,Month,5000,Yes,Higher,Yes,Yes,5000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,,Second most important,Most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,130,20,1991,2006
4271,3,9,Khanh Hoa,Office Worker,Other,Male,1984,Yes,Yes,2007,Yes,,Yes,Married,College/University/post-graduate,5234,2006,No,Secondary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,3500,Yes,Higher,Yes,Yes,3500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,,Second most important,Most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,180,23,1988,2009
4276,1,1,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1966,Yes,No,1992,Yes,,Yes,Married,High school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Services,1,More than sufficient,Other,,,7,10,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Third most important,Second most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,250,15,1996,2010
4276,2,2,Khanh Hoa,Production Worker,Other,Female,1975,Yes,No,1992,Yes,,Yes,Married,Secondary school,,,No,Primary school,Services,Primary school,Services,Production Worker,Other,Services,1,More than sufficient,Other,Time rate,Cash,7,10,Month,2500,No,Higher,Yes,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,Most important,,,Third most important,Second most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,12,1999,2008
4278,4,1,Khanh Hoa,Production Worker,Other,Male,1972,Yes,No,1996,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Agriculture,3,Sufficient,Closer to home,Time rate,Cash,6,8,Month,1700,No,Higher,Yes,Yes,1700,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,Second most important,Third most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,250,21,,
4278,1,2,Khanh Hoa,Sales Worker,Member of Owners HH,Male,1967,Yes,No,1991,Yes,,Yes,Married,Secondary school,,,Yes,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,Third most important,Second most important,,,Most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,20,1991,2002
4278,3,1,Khanh Hoa,Production Worker,Other,Male,1969,Yes,No,1993,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Agriculture,2,Sufficient,Closer to home,Time rate,Cash,6,8,Month,1500,No,Higher,Yes,Yes,1500,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,Second most important,Third most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,180,8,2003,
4278,2,2,Khanh Hoa,Professional Worker,Member of Owners HH,Male,1980,Yes,No,2008,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Agriculture,2,Sufficient,Better working condition,,,5,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,Second most important,Third most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,20,1991,2002
4279,2,1,Khanh Hoa,Production Worker,"Relative of owner, but not living in the same HH",Male,1990,Yes,No,2007,Yes,,Yes,Not married,Secondary school,,,No,Secondary school,Agriculture,Secondary school,Services,Did not work,,,,,,Time rate,Cash,7,9,Month,2200,No,Higher,Yes,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,210,8,1999,2008
4279,1,2,Khanh Hoa,Manager,Owner,Male,1974,Yes,No,1995,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,,,7,7,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,10,2001,2009
4281,3,2,Khanh Hoa,Production Worker,"Relative of owner, but not living in the same HH",Female,1987,Yes,No,2004,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Closer to home,Time rate,Cash,7,8,Month,1800,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Third most important,Second most important,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,124,13,1998,
4281,2,1,Khanh Hoa,Production Worker,Member of Owners HH,Female,1952,Yes,No,2001,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Closer to home,,,7,8,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Third most important,Second most important,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,300,8,2003,
4281,1,9,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1980,Yes,No,2004,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Other,,,7,8,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Third most important,Second most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,300,8,2003,
4282,2,1,Khanh Hoa,Production Worker,Member of Owners HH,Male,1983,Yes,No,2000,Yes,,Yes,Married,High school,,,Yes,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,,,7,10,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Other,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,15,1996,2008
4282,3,9,Khanh Hoa,Production Worker,"Relative of owner, but not living in the same HH",Male,1985,Yes,No,2008,Yes,,Yes,Married,High school,,,Yes,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,7,10,Month,1500,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Procedures too complicated,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,170,14,1997,2001
4282,1,9,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1955,Yes,No,1981,Yes,,Yes,Married,Primary school,,,Yes,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Other,,,7,10,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,15,1996,2008
4287,2,9,Khanh Hoa,Production Worker,Other,Male,1991,Yes,No,2011,Yes,,Yes,Not married,Secondary school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,Time rate,Cash,5,8,Day,120,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,No,Yes,Yes,Yes,semi-permanent house,80,18,1989,2000
4287,1,9,Khanh Hoa,Production Worker,Other,Male,1992,Yes,No,2011,Yes,,Yes,Not married,Secondary school,,,No,Primary school,Agriculture,Primary school,Services,Did not work,,,,,,Time rate,Cash,5,8,Day,120,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Through door to door visits,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,70,19,1980,1995
4290,1,9,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1973,Yes,No,2001,Yes,,Yes,Married,Primary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,Sufficient,Other,,,6,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,13,1998,2009
4290,2,2,Khanh Hoa,Production Worker,"Relative of owner, but not living in the same HH",Male,1989,Yes,No,2005,Yes,,Yes,Not married,High school,,,No,High school,Manufacturing and Construction,Primary school,Manufacturing and Construction,Did not work,,,,,,Combined,Cash,6,8,Month,1500,No,Same,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,13,1998,2009
4290,3,1,Khanh Hoa,Production Worker,Other,Male,1983,Yes,No,2007,Yes,,Yes,Married,High school,,,Yes,High school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,1500,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,250,14,1997,
4291,2,2,Khanh Hoa,Production Worker,Other,Male,1991,Yes,No,2003,Yes,,Yes,Not married,Secondary school,,,No,Secondary school,Manufacturing and Construction,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,105,12,1999,
4291,1,1,Khanh Hoa,Production Worker,Member of Owners HH,Male,1987,Yes,No,2002,Yes,,Yes,Not married,High school,,,No,High school,Manufacturing and Construction,Primary school,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,9,2002,2010
4292,1,9,Khanh Hoa,Professional Worker,"Relative of owner, but not living in the same HH",Female,1980,Yes,Yes,2005,Yes,,Yes,Married,College/University/post-graduate,5234,2002,No,Secondary school,Manufacturing and Construction,Primary school,Agriculture,Professional Worker (Requires Uni Degree),Private firm,Services,1,Sufficient,Better salary,Time rate,Cash,6,8,Month,3000,No,Higher,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,,,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,8,2003,
4292,2,9,Khanh Hoa,Office Worker,Other,Female,1986,Yes,Yes,2005,Yes,,Yes,Not married,High school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Office Worker,Private firm,Manufacturing and Construction,0,Sufficient,Better salary,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,Yes,,,,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,12,1999,2010
4292,5,9,Khanh Hoa,Production Worker,Other,Male,1990,Yes,Yes,2008,Yes,,Yes,Not married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Better salary,Time rate,Cash,6,8,Month,1400,No,Higher,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,semi-permanent house,73,7,2004,
4292,4,9,Khanh Hoa,Production Worker,Other,Male,1987,Yes,Yes,2007,Yes,,Yes,Not married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Better salary,Time rate,Cash,6,8,Month,1600,No,Higher,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,semi-permanent house,68,6,2005,
4292,3,9,Khanh Hoa,Office Worker,Other,Female,1986,Yes,Yes,2007,Yes,,Yes,Not married,High school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Sales Worker,Other,Agriculture,0,Sufficient,Better salary,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,61,8,2003,
4294,1,2,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1964,Yes,No,1980,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,50,30,1981,2002
4294,2,2,Khanh Hoa,Production Worker,"Relative of owner, but not living in the same HH",Male,1973,Yes,No,2007,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,Sufficient,Other,Time rate,Cash,6,8,Month,900,No,Lower,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,82,10,2001,
4300,1,3,Khanh Hoa,Office Worker,Other,Female,1982,Yes,No,2005,Yes,,Yes,Married,High school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Most important,Third most important,Second most important,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Pemanent non-contained house,65,5,2006,
4300,3,1,Khanh Hoa,Production Worker,Other,Male,1971,Yes,No,2008,Yes,,No,Married,Secondary school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Manufacturing and Construction,2,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2300,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,58,8,2003,
4300,2,2,Khanh Hoa,Production Worker,Other,Male,1977,Yes,No,2007,Yes,,No,Married,High school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Manufacturing and Construction,3,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2200,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Third most important,Second most important,Most important,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,60,10,2001,
4301,1,9,Khanh Hoa,Sales Worker,Member of Owners HH,Female,1985,Yes,No,1993,Yes,,Yes,Married,High school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,13,1998,2008
4301,3,1,Khanh Hoa,Production Worker,Other,Female,1994,Yes,No,2008,Yes,,Yes,Not married,Secondary school,,,No,Secondary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Hour,500,No,Higher,No,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,140,5,2006,
4301,2,2,Khanh Hoa,Production Worker,Other,Female,1984,Yes,No,2000,Yes,,Yes,Married,Secondary school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,1500,No,Higher,No,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,Third most important,,,Most important,Second most important,No,No,Nothing,Yes,Yes,Yes,No,No,Yes,semi-permanent house,170,7,2004,
4303,2,1,Khanh Hoa,Production Worker,Member of Owners HH,Female,1980,Yes,No,1995,Yes,,Yes,Married,Secondary school,,,No,None,Agriculture,Primary school,Agriculture,Did not work,,,,,,,,7,10,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Second most important,Third most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,75,15,1996,2008
4303,1,1,Khanh Hoa,Production Worker,"Relative of owner, but not living in the same HH",Male,1977,Yes,No,1995,Yes,,Yes,Married,Secondary school,,,No,None,Agriculture,Primary school,Manufacturing and Construction,Production Worker,Other,Agriculture,1,More than sufficient,Other,Time rate,Cash,7,10,Month,,No,Higher,Yes,Yes,500,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Second most important,Third most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,75,15,1996,2008
4405,2,9,Lam Dong,Production Worker,Other,Male,1975,Yes,No,2009,Yes,,No,Married,High school,,,No,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Other/Not paid,Cash,6.5,8,Month,1500,Yes,Same,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,,,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,,2,,
4405,1,1,Lam Dong,Production Worker,Other,Male,1987,Yes,No,2007,No,Urban,No,Married,High school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,Other/Not paid,In-Kind,6.5,8,Month,1500,Yes,Same,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Yes,Not necessary at moment,Yes,Yes,Yes,,,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,200,3,2008,
4407,2,9,Lam Dong,Production Worker,Other,Male,1989,Yes,No,2008,No,Rural,No,Not married,High school,,,No,Secondary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,2000,Yes,Higher,Yes,Yes,1500,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Job advertisement,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,55,4,,
4407,1,2,Lam Dong,Professional Worker,Member of Owners HH,Male,1978,Yes,No,1996,No,Urban,No,Married,College/University/post-graduate,3646,1993,No,High school,Services,High school,Services,Did not work,,,,,,,,7,8,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,400,,,
