id,wid_09,wid07,eq1_09,eqd2_09,eqd4_09,eqd5_09,eqd6_09,eqd7_09,eqd8_09,eqd9_09,eqd10_09,eqd11_09,eqd12_09,eqe1_09,eqe2_09,eqe3_09,eqe4_09,eqe5_09,eqe6_09,eqe7_09,eqe8_09,eqf1a_09,eqf1b_09,eqf1c_09,eqf2_09,eqf3_09,eqf4_09,eqg1a_09,eqg1b_09,eqg2a_09,eqg2b_09,eqg3a_09,eqg3b_09,eqg4_09,eqg5a_09,eqg5b_09,eqg6_09,eqg7_09,eqg8_09,eqg9a_09,eqg9b_09,eqg9c_09,eqg9d_09,eqg9e_09,eqg9f_09,eqg9g_09,eqg9h_09,eqg10a_09,eqg10b_09,eqg11_09,eqg12_09,eqg13_09,eqg14_09,eqh1_09,eqh2_09,eqi1_09,eqi2_09,eqi3_09,eqi4_09,eqi5_09,eqi6_09,eqi7_09,eqi8_09,eqj1a_09,eqj1ba_09,eqj1bb_09,eqj1bc_09,eqj1bd_09,eqj1be_09,eqj1bf_09,eqj1bg_09,eqj2_09,eqj3_09,eqj4_09,eqk1a_09,eqk1b_09,eqk1c_09,eqk1d_09,eqk1e_09,eqk2a_09,eqk2b_09,eqk2c_09,eqk2d_09,eqk2e_09,eqk2f_09
4270,2,98,Khanh Hoa,Production Worker,Female,1973,Yes,No,1,Yes,,Yes,Married,3,,,No,3,Manufacturing and Construction,3,Services,Did not work,,,,,,Combined,Cash,7,7,Month,1400,Yes,Same,Yes,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,No,,No,Most important,,Second most important,,,Third most important,,No,No,Don't know,No,No,No,No,Yes,Yes,semi-permanent house,40,8,,
4270,1,98,Khanh Hoa,Production Worker,Female,1964,Yes,No,1,Yes,,Yes,Married,3,,,No,3,Services,3,Services,Did not work,,,,,,Other/Not paid,Combined,7,7,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,Most important,,Second most important,,,Third most important,,No,No,Don't know,No,No,No,No,No,Yes,semi-permanent house,50,18,,
4271,2,98,Khanh Hoa,Production Worker,Female,1979,Yes,Yes,6,Yes,,Yes,Married,3,,,No,1,Agriculture,1,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better social benefits,Time rate,Cash,6,8,Month,2000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),Yes,2005,Yes,240,More job security,Yes,No,,Yes,,,Most important,,Second most important,,Third most important,Yes,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,300,16,1993,
4271,1,98,Khanh Hoa,Manager,Male,1968,Yes,Yes,7,Yes,,Yes,Married,7,4234,1994,No,1,Agriculture,1,Agriculture,Manager,Private firm,Manufacturing and Construction,1,Sufficient,Better social benefits,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,Yes,4000,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),Yes,2005,Yes,480,More job security,Yes,No,,Yes,,,Most important,,Second most important,,Third most important,Yes,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,200,,,
4271,3,98,Khanh Hoa,Production Worker,Male,1970,Yes,Yes,5,Yes,,Yes,Married,4,,,No,4,Agriculture,3,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better social benefits,Time rate,Cash,6,8,Month,2200,Yes,Higher,Yes,Yes,2000,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,,,Most important,,Second most important,,Third most important,Yes,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,179,11,1998,2004
4276,1,98,Khanh Hoa,Production Worker,Female,1966,Yes,No,23,Yes,,Yes,Married,3,,,No,1,Agriculture,2,Agriculture,Did not work,,,,,,Other/Not paid,Combined,6,8,,,No,Same,,,,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,34,1975,2000
4276,2,1,Khanh Hoa,Production Worker,Female,1975,Yes,No,10,Yes,,Yes,Married,2,,,No,1,Agriculture,1,Agriculture,Production Worker,Other,Agriculture,20,Sufficient,Closer to home,Time rate,Cash,6,8,Day,50,No,Higher,Yes,Yes,200,No,Yes,No,No,No,Yes,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a friend",None of the above,,,,,,,No,,No,Most important,,Second most important,Third most important,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,12,1997,
4278,2,98,Khanh Hoa,Production Worker,Male,1969,Yes,No,4,Yes,,Yes,Married,4,,,No,3,Agriculture,3,Agriculture,Production Worker,Private firm,Agriculture,14,More than sufficient,Better salary,Combined,Cash,7,8,Month,1800,Yes,Same,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Most important,Third most important,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,11,1998,
4278,1,98,Khanh Hoa,Production Worker,Male,1972,Yes,No,3,Yes,,Yes,Married,3,,,No,3,Agriculture,3,Agriculture,Production Worker,Private firm,Agriculture,8,More than sufficient,Better salary,Combined,Cash,7,8,Month,1800,Yes,Same,Yes,Yes,200,Yes,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Most important,Third most important,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,50,9,2000,
4279,2,98,Khanh Hoa,Manager,Male,1974,Yes,No,7,Yes,,Yes,Married,3,,,No,2,Agriculture,2,Services,Did not work,,,,,,Other/Not paid,Combined,6,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,No,,,,,,,,No,Most important,,Second most important,,,Third most important,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,155,17,1992,
4279,1,98,Khanh Hoa,Production Worker,Male,1990,Yes,No,2,Yes,,Yes,Not married,3,,,No,3,Manufacturing and Construction,3,Services,Did not work,,,,,,Time rate,Cash,6,7,Month,1000,No,Same,No,No,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Relative working in firm,None of the above,No,,,,,,,,No,Most important,,Second most important,,,Third most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,100,19,,
4281,1,98,Khanh Hoa,Production Worker,Female,1987,Yes,No,2,Yes,,Yes,Married,3,,,No,2,Manufacturing and Construction,2,Agriculture,Production Worker,Other,Services,2,Not sufficient,Closer to home,Time rate,In-Kind,7,8,Day,40,Yes,Higher,Yes,Yes,200,No,Yes,No,No,No,No,No,No,No,No,No,Too few years to contribute,No,No,,"Owner, who is a relative",None of the above,No,,,,,,,,No,Second most important,Third most important,Most important,,,,,No,No,Don't know,Yes,Yes,No,No,No,Yes,semi-permanent house,40,20,1989,2004
4281,2,98,Khanh Hoa,Production Worker,Female,1978,Yes,No,2,Yes,,Yes,Married,2,,,No,2,Manufacturing and Construction,2,Agriculture,Did not work,,,,,,Time rate,In-Kind,7,8,Day,40,Yes,Higher,Yes,Yes,200,No,Yes,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Second most important,,Most important,,,Third most important,,No,No,Don't know,No,No,No,No,Yes,Yes,semi-permanent house,40,10,1999,2006
4282,2,98,Khanh Hoa,Production Worker,Male,1989,Yes,No,8,Yes,,Yes,Married,2,,,No,2,Services,2,Services,Did not work,,,,,,Piece rate,Cash,7,10,Month,1200,No,Same,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,Other,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,Second most important,,,Third most important,,No,No,Don't know,No,No,Yes,No,No,No,Permanent self-contained house,100,20,1980,2002
4282,1,1,Khanh Hoa,Production Worker,Female,1983,Yes,No,8,Yes,,Yes,Married,2,,,No,2,Services,2,Services,Did not work,,,,,,Piece rate,Cash,7,10,Month,1300,No,Same,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,Other,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,Third most important,,,Second most important,,No,No,Don't know,No,No,Yes,No,Yes,No,Permanent self-contained house,100,26,1980,2002
4287,1,98,Khanh Hoa,Production Worker,Male,1982,Yes,No,2,Yes,,Yes,Not married,3,,,Yes,1,Agriculture,2,Agriculture,Production Worker,Other,Manufacturing and Construction,4,Not sufficient,Better working condition,Time rate,Cash,7,8,Month,1500,No,Same,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),No,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,70,27,,
4287,2,98,Khanh Hoa,Production Worker,Male,1983,Yes,No,3,Yes,,Yes,Not married,4,,,Yes,2,Agriculture,2,Agriculture,Production Worker,Other,Manufacturing and Construction,4,Sufficient,Better working condition,Time rate,Cash,7,8,Month,1500,No,Same,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),No,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,60,26,,
4290,2,98,Khanh Hoa,Production Worker,Female,1989,Yes,No,1,Yes,,Yes,Not married,3,,,Yes,2,Agriculture,2,Services,Did not work,,,,,,Combined,Cash,7,7,Month,1050,No,Same,,No,,No,Yes,No,No,No,No,No,No,No,No,No,Other,No,No,,Relative working in firm,None of the above,No,,,,,,,,No,,,Most important,,Second most important,Third most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,40,8,2001,2001
4290,1,98,Khanh Hoa,Production Worker,Female,1983,Yes,No,2,Yes,,Yes,Married,3,,,No,3,Manufacturing and Construction,2,Agriculture,Production Worker,Other,Services,6,Sufficient,Better working condition,Combined,Cash,7,7,Month,1050,No,Same,,No,,No,Yes,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,,Most important,,Second most important,Third most important,,No,No,Don't know,No,Yes,No,No,Yes,Yes,semi-permanent house,40,8,2001,
4291,2,98,Khanh Hoa,Production Worker,Female,1991,Yes,No,1,Yes,,Yes,Not married,3,,,No,4,Manufacturing and Construction,3,Agriculture,Did not work,,,,,,Piece rate,Cash,6,7,Month,1000,No,Same,,No,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,No,Don't know,No,Yes,No,No,Yes,Yes,Permanent self-contained house,50,6,2003,2005
4291,1,98,Khanh Hoa,Production Worker,Female,1987,Yes,No,2,Yes,,Yes,Married,3,,,No,3,Services,2,Agriculture,Did not work,,,,,,Piece rate,Cash,6,6,Month,1000,No,Same,,No,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,No,,,,,,,,No,,Second most important,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,No,No,No,Yes,semi-permanent house,65,7,2002,
4292,2,98,Khanh Hoa,Production Worker,Male,1988,Yes,No,2,Yes,,No,Not married,3,,,No,2,Agriculture,2,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,1200,Yes,Same,No,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,,Most important,,Second most important,Third most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,90,5,2002,
4292,1,98,Khanh Hoa,Manager,Female,1970,Yes,No,3,Yes,,Yes,Married,4,,,No,,Services,,Agriculture,Service Worker,Other,Services,2,Not sufficient,Other,Time rate,Cash,6,8,Month,1600,Yes,Same,No,,,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Other,No,No,,Other,On-the-job test (carried out by experienced worker),No,,,,,,,,No,,,Most important,,Third most important,Second most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,100,9,2000,2008
4292,3,98,Khanh Hoa,Production Worker,Male,1982,Yes,No,2,No,Urban,No,Married,3,,,No,2,Agriculture,2,Agriculture,Production Worker,Other,Agriculture,0,Not sufficient,Other,Time rate,Cash,6,8,Month,1500,Yes,Same,No,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,,Most important,,Third most important,Second most important,,No,No,Don't know,No,Yes,Yes,No,Yes,No,semi-permanent house,60,20,1989,
4294,2,98,Khanh Hoa,Production Worker,Female,1979,No,No,2,Yes,,Yes,Married,2,,,No,2,Manufacturing and Construction,2,Manufacturing and Construction,Production Worker,Other,Services,6,Sufficient,Better salary,Time rate,Cash,7,5,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Relative working in firm,None of the above,,,,,,,No,,No,Third most important,,,Most important,,,Second most important,No,No,Don't know,Yes,Yes,Yes,No,No,Yes,semi-permanent house,50,8,2001,
4294,1,98,Khanh Hoa,Production Worker,Female,1974,Yes,No,2,Yes,,Yes,Married,2,,,No,2,Manufacturing and Construction,2,Manufacturing and Construction,Production Worker,Other,Services,4,Sufficient,Better working condition,Time rate,Cash,7,5,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Relative working in firm,None of the above,,,,,,,No,,No,Third most important,,,Most important,,,Second most important,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,70,12,1997,
4297,2,98,Khanh Hoa,Production Worker,Female,1992,Yes,No,2,Yes,,Yes,Not married,3,,,No,2,Manufacturing and Construction,2,Agriculture,Did not work,,,,,,Combined,Cash,6,8,Day,40,Yes,Higher,Yes,Yes,100,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,No,,Second most important,Most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,No,No,No,semi-permanent house,70,31,1978,
4297,1,1,Khanh Hoa,Manager,Female,1969,Yes,No,8,Yes,,Yes,Married,3,,,Yes,2,Manufacturing and Construction,2,Agriculture,Production Worker,Other,Services,11,Sufficient,Other,Combined,Cash,5,8,Day,80,Yes,Higher,Yes,Yes,200,No,No,No,No,No,Yes,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Other,None of the above,,,,,,,No,,No,Third most important,,Second most important,Most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,64,38,1971,
4297,3,98,Khanh Hoa,Production Worker,Female,1989,No,No,0,Yes,,Yes,Not married,3,,,No,2,Manufacturing and Construction,2,Agriculture,Did not work,,,,,,Combined,Cash,6,8,Day,60,Yes,Higher,,,,No,No,No,No,No,Yes,No,No,No,No,No,Procedures too complicated,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,,Second most important,Most important,,Third most important,,,No,No,Help related to medicine,No,Yes,Yes,No,No,No,semi-permanent house,74,34,1975,
4300,2,98,Khanh Hoa,Production Worker,Male,1977,Yes,Yes,1,Yes,,Yes,Married,2,,,No,2,Agriculture,2,Agriculture,Production Worker,Other,Agriculture,5,Sufficient,Better salary,Piece rate,Cash,6,8,Month,1500,Yes,Same,No,Yes,100,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,Second most important,,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,No,No,Yes,Yes,semi-permanent house,24,2,2007,
4300,3,98,Khanh Hoa,Office Worker,Female,1982,Yes,Yes,4,Yes,,Yes,Married,8,5246,2002,Yes,4,Manufacturing and Construction,4,Services,Did not work,,,,,,Time rate,Cash,5,8,Month,1500,No,Same,Yes,Yes,100,No,No,No,No,No,Yes,No,No,No,No,Yes,Other,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,Second most important,,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,36,10,1999,2005
4300,1,98,Khanh Hoa,Production Worker,Male,1971,Yes,Yes,3,Yes,,Yes,Married,3,,,No,2,Agriculture,2,Agriculture,Production Worker,Other,Agriculture,6,Sufficient,Better salary,Piece rate,Cash,6,8,Month,1800,Yes,Same,No,Yes,100,Yes,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,Second most important,,Third most important,,Most important,,,No,No,Don't know,No,Yes,No,No,Yes,Yes,Unsettled house and other,30,5,2004,
4301,2,98,Khanh Hoa,Production Worker,Female,1984,Yes,No,8,Yes,,Yes,Not married,1,,,No,1,Agriculture,2,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,700,No,Same,No,Yes,100,Yes,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Most important,,Second most important,,Third most important,,,No,No,Don't know,No,Yes,No,No,No,Yes,semi-permanent house,24,25,1984,
4301,1,98,Khanh Hoa,Production Worker,Female,1994,Yes,No,2,Yes,,Yes,Not married,2,,,No,2,Manufacturing and Construction,2,Services,Did not work,,,,,,Time rate,Cash,7,8,Month,700,No,Same,No,Yes,100,Yes,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,Relative working in firm,None of the above,No,,,,,,,,No,Most important,,Second most important,,Third most important,,,No,No,Don't know,No,Yes,No,No,No,Yes,semi-permanent house,36,15,1994,
4303,3,98,Khanh Hoa,Production Worker,Male,1977,Yes,Yes,19,Yes,,Yes,Married,3,,,No,3,Agriculture,2,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,7,10,Month,854,No,Same,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,,,Third most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,130,2,2007,
4303,2,98,Khanh Hoa,Production Worker,Female,1980,Yes,Yes,14,Yes,,Yes,Married,3,,,No,3,Agriculture,2,Manufacturing and Construction,Did not work,,,,,,Other/Not paid,Combined,7,10,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,,,Third most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,150,2,2007,
4303,1,1,Khanh Hoa,Manager,Female,1953,Yes,No,19,Yes,,Yes,Married,2,,,No,2,Agriculture,2,Agriculture,Production Worker,Other,Agriculture,20,More than sufficient,Other,Other/Not paid,Combined,7,10,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,,,Third most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,150,2,2007,
4405,2,98,Lam Dong,Production Worker,Male,1987,Yes,No,2,No,Rural,No,Not married,3,,,No,3,Agriculture,3,Agriculture,Production Worker,Other,Services,4,Sufficient,Better use of skills/experience,Combined,Cash,6,8,Month,1600,Yes,Same,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,,,Most important,Third most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,9,2000,
4405,1,98,Lam Dong,Production Worker,Male,1981,Yes,No,3,Yes,,No,Not married,4,,,No,4,Services,4,Services,Production Worker,Other,Services,6,Sufficient,Better use of skills/experience,Combined,Cash,6,8,Month,1600,Yes,Same,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,,,Most important,Third most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,80,5,2004,
4407,1,98,Lam Dong,Production Worker,Male,1973,Yes,No,3,No,Urban,No,Married,4,,,No,1,Services,3,Services,Did not work,,,,,,Percent of Sales,Cash,6,8,Month,3000,No,Higher,Yes,Yes,2000,No,Yes,No,No,No,No,No,No,No,No,No,Other,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,Most important,Third most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,150,10,1999,2004
4407,2,98,Lam Dong,Production Worker,Male,1978,Yes,No,3,No,Urban,No,Married,4,,,No,1,Services,3,Services,Did not work,,,,,,Percent of Sales,Cash,6,8,Month,3000,No,Higher,Yes,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,Most important,Third most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,150,10,1999,2004
4410,2,98,Lam Dong,Production Worker,Male,1991,Yes,No,2,No,Rural,No,Not married,3,,,Yes,2,Agriculture,2,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,2000,Yes,Higher,Yes,Yes,100,No,Yes,No,No,No,Yes,No,No,No,No,No,Low quality of services,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Most important,,,Second most important,Third most important,,,No,No,Don't know,No,No,Yes,No,No,No,semi-permanent house,60,18,1982,2004
4410,1,98,Lam Dong,Production Worker,Male,1987,Yes,No,4,No,Rural,No,Not married,3,,,Yes,2,Agriculture,2,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,2000,Yes,Higher,Yes,Yes,100,No,Yes,No,No,No,Yes,No,No,No,No,No,Low quality of services,No,Yes,Yes,Relative working in firm,None of the above,No,,,,,,,,No,Most important,,,Second most important,Third most important,,,No,No,Don't know,No,No,Yes,No,No,No,semi-permanent house,100,22,1986,2002
4419,1,98,Lam Dong,Production Worker,Male,1985,Yes,No,2,No,Rural,No,Married,4,,,No,4,Manufacturing and Construction,3,Agriculture,Production Worker,Other,Agriculture,2,Not sufficient,Better working condition,Time rate,Cash,7,8,Month,1300,No,Same,Yes,Yes,50,No,Yes,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Second most important,,,,Third most important,Most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,40,15,1994,2005
4419,2,98,Lam Dong,Production Worker,Male,1988,Yes,No,1,No,Rural,No,Not married,3,,,No,3,Services,3,Services,Did not work,,,,,,Time rate,Cash,7,8,Month,1500,No,Same,Yes,Yes,50,No,Yes,No,No,No,No,No,No,No,No,No,Other,No,No,,Relative working in firm,None of the above,No,,,,,,,,No,,,Second most important,,Third most important,Most important,,No,No,Don't know,No,Yes,No,No,No,Yes,semi-permanent house,35,8,2001,
4420,1,98,Lam Dong,Manager,Female,1968,Yes,No,17,Yes,,Yes,Married,4,,,No,4,Manufacturing and Construction,3,Agriculture,Did not work,,,,,,Other/Not paid,Cash,7,7,,,No,Same,No,No,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,No,,,,,,,,No,Most important,,Third most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,10,1999,
4420,3,98,Lam Dong,Production Worker,Male,1986,Yes,No,2,Yes,,No,Not married,4,,,Yes,1,Agriculture,1,Agriculture,Production Worker,Private firm,Manufacturing and Construction,1,Not sufficient,Closer to home,Time rate,Cash,7,7,Month,1500,Yes,Same,Yes,Yes,50,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,No,,No,Most important,,Third most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,No,Yes,semi-permanent house,50,4,2005,
4420,2,98,Lam Dong,Production Worker,Male,1981,Yes,No,2,Yes,,No,Married,3,,,Yes,3,Agriculture,2,Agriculture,Production Worker,Private firm,Manufacturing and Construction,3,Not sufficient,Closer to home,Time rate,Cash,7,7,Month,1500,Yes,Same,Yes,Yes,50,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,No,,,,,,,,No,Most important,,Third most important,Second most important,,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,45,6,2003,
4421,1,98,Lam Dong,Production Worker,Male,1973,Yes,No,2,Yes,,Yes,Married,3,,,Yes,2,Agriculture,2,Agriculture,Production Worker,Private firm,Services,15,Sufficient,Better working condition,Time rate,Cash,7,8,Month,2500,Yes,Higher,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,No,,,,,,,,No,Second most important,,Most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,50,10,1999,
4421,2,98,Lam Dong,Production Worker,Female,1978,Yes,No,2,Yes,,Yes,Married,2,,,No,1,Agriculture,1,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Day,50,Yes,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,Several of the above,No,,,,,,,,No,Second most important,,Most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,90,15,,
4424,2,98,Lam Dong,Production Worker,Male,1979,Yes,No,4,Yes,,Yes,Married,3,,,No,2,Services,2,Services,Production Worker,Private firm,Services,10,Sufficient,Better working condition,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Third most important,Most important,Second most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,100,30,,
4424,1,98,Lam Dong,Production Worker,Male,1964,Yes,No,19,Yes,,Yes,Married,4,,,No,2,Agriculture,2,Agriculture,Production Worker,Other,Services,2,Sufficient,Other,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Third most important,Most important,Second most important,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,293,15,1994,2002
