id,wid_13,wid_in_11,eq2_13,eqd1a_13,eqd2_13,eqd3_13,eqd4_13,eqd5_13,eqd6_13,eqd7_13,eqd8_13,eqd9_13,eqd10_13,eqd11_13,eqd12_13,eqe1_13,eqe2_13,eqe3_13,eqe4_13,eqe5_13,eqe6_13,eqe7_13,eqe8_13,eqe8a_13,eqe9_13,eqe9a_13,eqe10_13,eqe10a_13,eqe11_13,eqe12_13,eqe13_13,eqf1a_13,eqf1b_13,eqf1c_13,eqf2_13,eqf3_13,eqf4_13,eqg1a_13,eqg1b_13,eqg2a_13,eqg2b_13,eqg3a1_13,eqg3a2_13,eqg3b1_13,eqg3b2_13,eqg3c1_13,eqg3c2_13,eqg4_13,eqg5a_13,eqg5b_13,eqg6_13,eqg7_13,eqg8_13,eqg9a_13,eqg9b_13,eqg9c_13,eqg9d_13,eqg9e_13,eqg9f_13,eqg9g_13,eqg9h_13,eqg9i_13,eqg10a_13,eqg10b_13,eqg11_13,eqg12_13,eqg13_13,eqg14_13,eqh1_13,eqh2_13,eqi1_13,eqi2_13,eqi3_13,eqi4_13,eqi5_13,eqi6_13,eqi7_13,eqi8_13,eqj1a_13,eqj1ba_13,eqj1bb_13,eqj1bc_13,eqj1bd_13,eqj1be_13,eqj1bf_13,eqj1bg_13,eqj2_13,eqj3_13,eqj4_13,eqk1a_13,eqk1b_13,eqk1c_13,eqk1d_13,eqk1e_13,eqk2a_13,eqk2b_13,eqk2c_13,eqk2d_13,eqk2e_13,eqk2f_13
6003,5,9,Ha Noi,9,Sales Worker,Other,Female,1988,Yes,No,2012,No,Rural,No,Not married,College,5113,2010,Vocational secondary,Agriculture,High school,Services,0,,0,,0,,No,Yes,Yes,Did not work,,,,,,Combined,Cash,6,8,Month,2500,Month,2000,,,Yes,Same,No,Yes,300,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Through door to door visits,On-the-job test (carried out by experienced worker),,,,,,,,,,Second most important,,,Most important,Third most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,100,12,2001,
6003,1,9,Ha Noi,9,Manager,Other,Female,1977,Yes,Yes,2007,Yes,,Yes,Married, Professional secondary,3434,1999,Secondary school,Manufacturing and Construction,Secondary school,Agriculture,0,,0,,0,,No,Yes,Yes,Office Worker,Private firm,Services,4,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,Month,3500,,,,Same,No,Yes,500,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,,Most important,,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,10,1993,2009
6003,2,9,Ha Noi,9,Professional Worker,Other,Female,1983,Yes,Yes,2009,Yes,,Yes,Married, Professional secondary,4143,2004,Secondary school,Services,Secondary school,Services,0,,0,,0,,No,Yes,Yes,Office Worker,Private firm,Services,3,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,Month,3000,Month,4000,Yes,Same,No,Yes,500,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Through door to door visits,On-the-job test (carried out by experienced worker),,,,,,,,,,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,7,2003,
6003,3,9,Ha Noi,9,Office Worker,Other,Female,1990,Yes,Yes,2012,Yes,,Yes,Not married,College,3434,2012,High school,Manufacturing and Construction,Secondary school,Services,0,,0,,0,,No,Yes,Yes,Did not work,,,,,,Combined,Cash,6,8,Month,3500,Month,3000,,,,Same,No,Yes,500,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Through door to door visits,Interview,,,,,,,,,,Most important,,Third most important,,,Second most important,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,100,23,1990,2007
6007,1,9,Ha Noi,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1985,Yes,No,2012,No,Rural,No,Not married,High school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Other,Manufacturing and Construction,4,Sufficient,Better salary,Time rate,Cash,6,9,Month,4000,Month,3500,,,No,Same,,Yes,4000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,Second most important,,Most important,,,,No,No,Don't know,No,Yes,Yes,No,Yes,No,semi-permanent house,15,3,2005,
6025,1,9,Ha Noi,9,Production Worker,Other,Male,1987,Yes,No,2011,Yes,,No,Not married,University and higher,5051,2011,High school,Services,High school,Services,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,5000,Month,4000,,,No,Same,Yes,Yes,5000,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Villa,2120,8,2001,
6033,3,9,Ha Noi,9,Production Worker,Other,Male,1971,Yes,Yes,2002,Yes,,Yes,Married,Technical level without certificate,,,Secondary school,Manufacturing and Construction,Secondary school,Agriculture,0,,0,,0,,Yes after informal training,Yes,Yes,Production Worker,SOE,Manufacturing and Construction,13,More than sufficient,Better working condition,Combined,Cash,6,8,Month,4000,Month,1200,,,Yes,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",None of the above,No,,,,,,,,No,Most important,,Second most important,,,Third most important,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,90,7,2006,
6033,5,9,Ha Noi,9,Office Worker,Other,Female,1988,Yes,Yes,2011,No,Rural,Yes,Not married,University and higher,5222,2013,Vocational secondary,Services,Vocational secondary,Services,0,,0,,6,6,Yes after informal training,No,,Office Worker,Private firm,Services,1,Sufficient,Better working condition,Time rate,Cash,6,8,Month,2000,Month,2000,,,Yes,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",Interview,No,,,,,,,,No,Most important,Third most important,,,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,450,4,2006,
6033,2,5,Ha Noi,5,Production Worker,Other,Male,1984,Yes,Yes,2007,Yes,,Yes,Married,Vocational secondary,4051,2004,Secondary school,Manufacturing and Construction,Secondary school,Agriculture,0,,0,,9,9,Yes after informal training,No,,Production Worker,SOE,Manufacturing and Construction,4,Sufficient,Better working condition,Combined,Cash,6,8,Month,3500,Month,1000,,,Yes,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,Yes,No,,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,,Second most important,,,Third most important,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,200,5,2000,
6033,4,9,Ha Noi,9,Professional Worker,Other,Female,1972,Yes,Yes,2008,Yes,,Yes,Married,University and higher,5234,1995,Vocational secondary,Services,Vocational secondary,Services,0,,0,,0,,Yes after informal training,Yes,Yes,Professional Worker (Requires Uni Degree),Private firm,Services,13,More than sufficient,Better use of skills/experience,Time rate,Cash,5,8,Month,3000,Month,2500,,,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",None of the above,No,,,,,,,,No,,Third most important,,Most important,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,10,2003,
6033,1,1,Ha Noi,1,Manager,Member of Owners HH,Female,1959,Yes,Yes,2001,Yes,,Yes,Married,Vocational elementary,2251,1978,High school,Manufacturing and Construction,High school,Services,0,,0,,0,,Yes after on-the-job training,Yes,Yes,Production Worker,SOE,Manufacturing and Construction,21,Sufficient,Closer to home,Combined,Cash,6,8,Month,4000,Month,1200,,,,9,No,,,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,Second most important,,Third most important,,Most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,500,2,2011,
6037,2,5,Ha Noi,5,Production Worker,Other,Male,1986,Yes,No,2007,No,Urban,No,Not married,Vocational secondary,4051,2006,Secondary school,Manufacturing and Construction,Secondary school,Agriculture,0,,0,,1,7,Yes after informal training,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better salary,Time rate,Cash,6,8,Month,4000,Month,4500,,,No,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,Second most important,Third most important,Most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,semi-permanent house,20,2,2010,
6037,1,1,Ha Noi,1,Manager,Owner,Male,1973,Yes,No,2003,Yes,,No,Married,University and higher,2145,1996,High school,Manufacturing and Construction,High school,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),SOE,Manufacturing and Construction,8,Sufficient,Better salary,Percent of Sales,Cash,6,8,Month,6000,Month,8000,,,No,Same,Yes,Yes,2000,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,,,,9,,,,,,,,,No,,,Most important,Third most important,Second most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,150,5,2008,
6041,3,9,Ha Noi,9,Office Worker,Other,Male,1982,Yes,Yes,2011,No,Rural,No,Married,College,5132,2005,High school,Manufacturing and Construction,High school,Services,0,,0,,1,3,Yes after on-the-job training,No,,Sales Worker,Private firm,Manufacturing and Construction,6,Not sufficient,Other,Combined,Cash,6,8,Day,180,Day,150,,,Yes,Higher,Yes,Yes,,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Low quality of services,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2011,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,15,3,2000,
6041,4,1,Ha Noi,1,Production Worker,Other,Female,1986,Yes,Yes,2009,Yes,,Yes,Married,High school,,,Primary school,Manufacturing and Construction,None,Manufacturing and Construction,0,,0,,1,3,Yes after on-the-job training,No,,Production Worker,Other,Manufacturing and Construction,5,Not sufficient,Closer to home,Combined,Cash,6,8,Day,140,Day,100,,,Yes,Higher,Yes,Yes,1000,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Low quality of services,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2009,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,50,2,1995,
6041,2,9,Ha Noi,9,Manager,"Relative of owner, but not living in the same HH",Male,1988,Yes,Yes,2011,No,Urban,No,Not married,University and higher,5234,2009,High school,Agriculture,High school,Agriculture,0,,0,,1,3,Yes after on-the-job training,No,,Did not work,,,,,,Combined,Cash,6,8,Day,190,Day,150,,,Yes,Higher,Yes,Yes,5000,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,Yes,2011,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Laid off,No,Yes,Yes,Yes,Yes,No,Pemanent non-contained house,40,4,2005,
6041,6,3,Ha Noi,3,Sales Worker,Other,Male,1983,Yes,Yes,2009,Yes,,Yes,Married,University and higher,5234,2006,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,1,3,Yes after informal training,No,,Office Worker,Other,Manufacturing and Construction,2,Sufficient,Other,Combined,Cash,6,8,Day,180,Day,120,,,Yes,Higher,Yes,Yes,4000,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2009,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,45,3,2003,2010
6041,7,9,Ha Noi,9,Service Worker,Other,Female,1970,Yes,Yes,2011,Yes,,Yes,Married,High school,,1988,Secondary school,Manufacturing and Construction,Secondary school,Services,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Services,22,Sufficient,Better salary,Time rate,Cash,6,8,Day,115,Day,115,,,Yes,Higher,Yes,Yes,1000,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Other,Yes,Yes,Yes,Through door to door visits,Interview,Yes,2011,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,8,2005,2010
6041,1,9,Ha Noi,9,Professional Worker,Other,Female,1990,Yes,Yes,2011,No,Rural,No,Not married,College,5134,2013,High school,Agriculture,High school,Agriculture,0,,0,,1,3,Yes after on-the-job training,No,,Did not work,,,,,,Time rate,Cash,6,8,Day,130,Day,110,,,Yes,Higher,Yes,Yes,3000,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2011,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Laid off,No,No,Yes,Yes,Yes,No,semi-permanent house,11,4,,
6041,5,2,Ha Noi,2,Production Worker,Other,Male,1975,Yes,Yes,2007,Yes,,Yes,Married, Professional secondary,4251,1997,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,1,2,Yes after on-the-job training,Yes,Yes,Office Worker,Private firm,Manufacturing and Construction,10,Sufficient,Better salary,Combined,Cash,6,8,Day,140,Day,100,,,Yes,Higher,Yes,Yes,1000,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2007,No,,"Other, specify",No,No,,No,,Second most important,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Pemanent non-contained house,55,35,1978,1993
6058,2,9,Ha Noi,9,Professional Worker,Other,Male,1983,Yes,Yes,2007,Yes,,Yes,Married,University and higher,5251,2007,University and higher,Manufacturing and Construction,University and higher,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,0,Sufficient,Better working condition,Time rate,Cash,6,8,Month,5000,Month,4000,,,Yes,Same,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,50,17,1996,
6058,6,9,Ha Noi,9,Production Worker,Other,Female,1989,No,No,2012,No,Urban,No,Not married,Vocational elementary,2254,2011,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Combined,Cash,7,10,Month,3000,Month,2500,,,Yes,Same,Yes,Yes,500,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,Through employment agency,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,33,16,1997,
6058,5,9,Ha Noi,9,Service Worker,Other,Female,1976,No,No,2012,Yes,,Yes,Married,Technical level without certificate,,,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Service Worker,Private firm,Services,10,Sufficient,Better for health,Time rate,Cash,7,10,Month,3000,Month,2500,,,Yes,Same,Yes,Yes,500,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,Yes,Yes,Through employment agency,None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,12,2001,
6058,3,9,Ha Noi,9,Office Worker,Other,Female,1985,Yes,Yes,2009,Yes,,Yes,Married,University and higher,5246,2009,University and higher,Services,University and higher,Services,0,,0,,0,,No,No,,Office Worker,Private firm,Services,0,Sufficient,Better working condition,Time rate,Cash,6,8,Month,5000,Month,4000,,,Yes,Same,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,13,2000,
6058,4,9,Ha Noi,9,Sales Worker,Other,Female,1987,Yes,No,2012,No,Urban,No,Married,Vocational college,5081,2008,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Sales Worker,Private firm,Services,3,Sufficient,Better working condition,Combined,Cash,7,10,Month,4500,Month,3000,,,Yes,Same,Yes,Yes,500,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,Through employment agency,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,24,15,1998,
6058,1,9,Ha Noi,9,Manager,"Relative of owner, but not living in the same HH",Female,1972,Yes,Yes,2001,Yes,,Yes,Married,University and higher,5234,1996,University and higher,Services,University and higher,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,14,Sufficient,Better working condition,Time rate,Cash,6,8,Month,6000,Month,4000,,,Yes,Same,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Low quality of services,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,8,2005,
6171,1,1,Phu Tho,1,Production Worker,Other,Male,1981,Yes,No,2009,Yes,,Yes,Married,Technical level without certificate,,,Primary school,Agriculture,Primary school,Agriculture,6,30,0,,10,30,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Not sufficient,Better use of skills/experience,Time rate,Cash,5,8,Day,110,Day,70,Day,100,Yes,Same,Yes,Yes,200,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,7,2005,
6182,3,9,Phu Tho,9,Production Worker,Other,Female,1981,Yes,Yes,2000,Yes,,Yes,Married,Vocational secondary,3113,2001,Secondary school,Agriculture,Secondary school,Agriculture,3,10,3,10,2,20,Yes after off-the-job training,No,,Did not work,,,,,,Piece rate,Cash,6,8,Month,4000,Month,700,,,No,Higher,Yes,Yes,4800,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Too expensive,Yes,Yes,Yes,Other,None of the above,Yes,2003,Yes,0,More job security,No,No,,No,Second most important,Third most important,Most important,,,,,No,Yes,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,125,10,2003,2003
6182,2,3,Phu Tho,3,Production Worker,Other,Female,1982,Yes,Yes,2003,Yes,,Yes,Married,Vocational secondary,4051,2002,Primary school,Agriculture,None,Agriculture,3,10,5,10,2,20,Yes after off-the-job training,No,,Did not work,Private firm,Services,,,,Piece rate,Cash,6,8,Month,4500,Month,800,,,Yes,Higher,Yes,Yes,4500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Too expensive,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,Yes,2005,Yes,0,More job security,No,No,,No,Second most important,Third most important,Most important,,,,,No,Yes,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,120,12,2001,2001
6182,1,1,Phu Tho,1,Office Worker,Other,Female,1978,Yes,No,2003,Yes,,Yes,Married,University and higher,3433,2006,Secondary school,Agriculture,Vocational elementary,Services,0,,0,,0,,Yes after off-the-job training,No,,Professional Worker (Requires Uni Degree),Private firm,Services,10,Sufficient,Better use of skills/experience,Piece rate,Cash,6,8,Month,4000,Month,500,,,No,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Too expensive,Yes,No,,Friend/acquaintance working in firm,None of the above,Yes,2005,Yes,0,More job security,No,No,,No,Second most important,Third most important,Most important,,,,,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,100,8,2005,2005
6187,1,9,Phu Tho,9,Production Worker,Other,Male,1991,Yes,No,2012,Yes,,Yes,Married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,1,10,Yes after on-the-job training,No,,Did not work,,,,,,Time rate,Cash,6,9,Day,130,Day,100,Day,13000,No,Same,No,Yes,120,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,Yes,Don't know,Yes,Yes,Yes,No,No,Yes,Unsettled house and other,30,,,
6231,2,9,Hai Phong,9,Production Worker,Other,Male,1988,Yes,No,2011,Yes,,No,Not married,Vocational elementary,2251,2009,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better use of skills/experience,Combined,Cash,7,8,Month,3500,Month,3000,,,No,Higher,Yes,Yes,300,No,No,No,No,No,Yes,No,No,No,No,No,No,Procedures too complicated,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Second most important,,,,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,Unsettled house and other,40,1,,
6231,1,9,Hai Phong,9,Production Worker,Other,Male,1992,Yes,No,2012,Yes,,Yes,Not married,High school,,,High school,Agriculture,Secondary school,Agriculture,1,3,0,,1,3,Yes after on-the-job training,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,2600,,,No,Higher,Yes,Yes,300,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,No,,Relative working in firm,None of the above,,,,,,,,,No,Second most important,,,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,14,2009,
6254,1,1,Nghe An,1,Production Worker,Owner,Female,1956,Yes,No,1993,Yes,,Yes,Married,Vocational secondary,4054,1979,Primary school,Manufacturing and Construction,None,Agriculture,0,,0,,0,,No,No,,Production Worker,SOE,Agriculture,4,Sufficient,Closer to home,NA,9,6,6,,,,,,,,9,,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Job advertisement,None of the above,,,,,,,,,,Third most important,,Most important,,,,Second most important,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,69,40,1973,2005
6268,1,9,Nghe An,9,Manager,Owner,Male,1952,Yes,No,1982,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,None,Manufacturing and Construction,0,,0,,0,,No,No,,Manager,Private firm,Manufacturing and Construction,6,Sufficient,Other,NA,9,6,6,,,,,,,,9,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,,Most important,,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,1,2012,
6291,2,9,Nghe An,9,Production Worker,Other,Male,1970,Yes,No,2011,No,Rural,No,Not married,High school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,1,1,Yes after informal training,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better working condition,Time rate,Cash,7,8,Day,130,Day,120,Day,120,Yes,Higher,Yes,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,Yes,,Third most important,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,11,2002,
6291,1,9,Nghe An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1965,Yes,No,2009,No,Rural,No,Married,High school,,,Secondary school,Manufacturing and Construction,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Other,Time rate,Cash,7,8,Day,150,Day,100,Day,100,Yes,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,Third most important,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,80,10,2002,
6292,1,9,Nghe An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1979,Yes,No,2011,Yes,,Yes,Married,Secondary school,,,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Agriculture,5,Not sufficient,Closer to home,Time rate,Cash,6,8,Day,150,Day,100,,,No,Same,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Second most important,,Third most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,50,1,2012,
6294,1,1,Nghe An,1,Production Worker,Owner,Female,1952,Yes,No,1983,Yes,,No,Married, Professional secondary,4234,1971,Primary school,Services,None,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Office Worker,Government,Agriculture,12,More than sufficient,Other,NA,9,5,4,,,,,,,,9,,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,,,"Owner, who is a relative",None of the above,,,,,,,,,,Second most important,,Most important,,,,Third most important,No,No,Don't know,Yes,Yes,Yes,No,No,No,semi-permanent house,24,40,1973,2008
6303,1,1,Quang Nam,1,Production Worker,Member of Owners HH,Male,1987,Yes,No,2009,Yes,,Yes,Not married,High school,,,High school,Manufacturing and Construction,Secondary school,Services,1,45,0,,1,45,No,Yes,Yes,Did not work,,,,,,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,,,No,Most important,,Third most important,,Second most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,120,24,1989,
6315,5,5,Quang Nam,5,Production Worker,Other,Male,1972,Yes,Yes,1998,Yes,,Yes,Married,High school,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Agriculture,4,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,4000,Month,1300,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",None of the above,No,,,,,,,,Yes,Most important,Second most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,7,2006,
